id,title,description,prep_time,cook_time,published,category,servings,owner
aa7df2b5-57e7-4568-b3c4-472b402a3117,Best 7-Up Pound Cake,Make and share this Best 7-Up Pound Cake recipe from Food.com.,40,90,1999-08-13,Dessert,6,
a5aa2260-14dd-4287-8aba-a6986afba9c8,Olive Garden Pasta E Fagioli,Make and share this Olive Garden Pasta E Fagioli recipe from Food.com.,25,,1999-09-18,European,10,
b05ee16a-97b3-4855-84c3-1a79f40612be,Tomato and Herb Salad,Make and share this Tomato and Herb Salad recipe from Food.com.,25,,1999-08-09,Vegetable,6,
1f5b6de7-61e0-4679-adac-d9bf81491d4a,Colcannon,Make and share this Colcannon recipe from Food.com.,25,20,1999-08-28,Vegetable,6,
eb62106f-f9fc-483e-81c4-7983809b40ee,Irish Soda Bread,Make and share this Irish Soda Bread recipe from Food.com.,10,40,1999-08-28,Quick Breads,,
6e5c3caf-a7ac-4c9a-8a50-173b78ffcbe8,Lemonade,Make and share this Lemonade recipe from Food.com.,20,30,1999-09-03,Beverages,6,
3493ade4-1175-4faf-bb34-b4421a0f3e94,7-Up Cake,Make and share this 7-Up Cake recipe from Food.com.,45,42,1999-08-13,Dessert,12,
5e942aa7-f5cb-4dff-9ca5-0bfd12d89257,Chicken Breasts in Phyllo,Make and share this Chicken Breasts in Phyllo recipe from Food.com.,50,87,1999-09-07,Chicken Breast,4,
5245f60a-1a44-4d77-ae5d-c9b0a622a0d0,Chicken Satay With Peanut Sauce,Make and share this Chicken Satay With Peanut Sauce recipe from Food.com.,30,5,1999-09-15,Chicken Breast,5,
9f8c3609-b077-4a16-abc0-165d715e5003,Coffee Frappe,Make and share this Coffee Frappe recipe from Food.com.,20,,1999-08-30,Beverages,4,
3931dff4-6d15-4d4d-8fea-7ba1a428a62a,Cafe Vienna Mix,Make and share this Cafe Vienna Mix recipe from Food.com.,10,,1999-08-30,Beverages,36,
a79f6938-79c3-46bc-b587-d9ec553eb91c,Spicy Hash Browns - Homemade,Make and share this Spicy Hash Browns - Homemade recipe from Food.com.,15,30,1999-10-06,Breakfast,5,
e7d6f8ab-e6c8-410e-9ed7-159b94c363ad,Apricot Muffins,Make and share this Apricot Muffins recipe from Food.com.,30,20,1999-08-09,Quick Breads,,
e0b32c81-430b-4633-82fa-69f4ba305e35,Corn and Potato Chowder,Make and share this Corn and Potato Chowder recipe from Food.com.,15,27,1999-09-20,Chowders,4,
f73b60ff-3e5e-4e7e-9b54-69e7938c7afe,Corn Dog Casserole,Make and share this Corn Dog Casserole recipe from Food.com.,60,,1999-09-07,Vegetable,12,
52657db2-ce56-465f-bf33-b170f7f5ac3b,Gray Girls' Easy Chicken Fingers,Very easy! This is a great meal to serve on those busy nights. I have four girls and they love this recipe and love to &quot;help&quot; even more!  Enjoy!,10,20,1999-09-06,Chicken Breast,14,
8de07f61-8035-4add-b11c-38e1bb9526e7,Greek Mushroom Salad,Make and share this Greek Mushroom Salad recipe from Food.com.,35,3,1999-08-10,Greek,6,
145b6e41-e274-4fcb-bb41-680bfed5f2f9,Baked Creamed Potatoes,Make and share this Baked Creamed Potatoes recipe from Food.com.,30,30,1999-08-13,Potato,8,
0bc6c1a6-db49-48a7-bc92-2c5ce2f4a0af,Grilled Bourbon Salmon,Make and share this Grilled Bourbon Salmon recipe from Food.com.,20,67,1999-08-31,Pineapple,4,
c0b15b3f-9236-4746-b045-46b9fd54f047,Grilled Bell Peppers,Make and share this Grilled Bell Peppers recipe from Food.com.,35,12,1999-08-19,Peppers,,
b5a2945f-d167-408d-9c0b-98fbf03c8e57,Garlic Cauliflower,Make and share this Garlic Cauliflower recipe from Food.com.,5,7,1999-08-11,Cauliflower,4,
2cf75bb0-cf0e-4629-bea8-419f1fa311e1,Garlic Pizza Crust,"This is the best ..one of the few recipes that is mine  This started off as a  mistake, turning back and forth in a cook book We make this  every Friday night  and have pizza and movies in the living room..   Garlic Pizza Crust",90,,1999-08-25,Breads,,
826851a6-e9db-46f7-975b-7f34b3f4f469,German Potato-Cheese Soup,Make and share this German Potato-Cheese Soup recipe from Food.com.,30,40,1999-08-17,Potato,12,
21cd46ec-bc82-4ac2-92d4-839d81aa135a,Golden Baked Fish,This is a topping rather than a batter.  It was  a recipe from the Savings pack in with my Taste of Home Magazine.,30,20,1999-09-07,< 60 Mins,4,
3224bb1c-02ae-4db9-b6bc-f0564e634f17,Grape-Nuts Pie,Make and share this Grape-Nuts Pie recipe from Food.com.,25,50,1999-08-06,Pie,,
b8578099-9b3b-4a34-b655-7e07df248860,Greek Low-Fat Red Pepper Feta Dip,"No mezi, or hors-d'oeuvre, platter is complete without a dip, and this simple one is intensely flavourful. Serve with pitas, flatbreads or crisp vegetables.",5,50,1999-08-06,Cheese,,
6e9d242a-27c9-41cf-89e1-cb9d51caa5c4,Greek Salad Dressing,"The best way to make the Greek salad is prepare the lettuce, top with lots of  feta cheese, black olives and then put the dressing right over the top.  Mix together just before you are ready to sit down and eat..",2,,1999-08-12,Salad Dressings,2,
b266113a-6b4c-4f4e-941d-7684bba150b2,Corn Dogs,Here's a good basic recipe for corn dogs. I'm looking forward to trying some of the suggestions from reviews as to adding dry mustard or other seasonings to the batter.,10,10,1999-08-19,Lunch/Snacks,,
09f776b9-105d-4f46-8e0f-d269212379c0,Corn Fritters,Make and share this Corn Fritters recipe from Food.com.,25,,1999-08-19,Corn,2,
f47e9989-8573-431c-a275-9e334cdb72f1,Fried Cornbread,"This recipe has been in my family for several generations.  In Louisiana, we serve this with boiled cabbage, turnip greens, black-eyed peas, and butterbeans.  It is delicious, but takes practice to make it just right.",40,,1999-08-08,Quick Breads,,
e7b0d9c9-e85b-4ef8-ab75-c87efe4b76a9,Fried Green Tomatoes,Make and share this Fried Green Tomatoes recipe from Food.com.,40,15,1999-08-23,Vegetable,6,
356574a8-d9e4-4bf3-90d5-1c309e61dca4,Fruit Salad,Make and share this Fruit Salad recipe from Food.com.,25,,1999-08-21,Pineapple,15,
50c404a2-7b1b-4bc7-b703-141ed9ef1209,"Corn, Onion and Corn Rolls","These are tasty and go down well with visitors.  Corn, Onion and Corn Rolls  Makes about 40 small rolls.",30,20,1999-08-06,Breads,,
b6fcdd78-d3a7-4615-9293-aae90e584e13,Bacon and Potato Pie,Make and share this Bacon and Potato Pie recipe from Food.com.,25,45,1999-09-10,Breakfast,4,
960d772e-a79d-4b58-9a66-adddaa63902f,Fragrant Lamb Stew with Dried Fruits,Make and share this Fragrant Lamb Stew with Dried Fruits recipe from Food.com.,45,98,1999-09-03,Stew,6,
83039a83-6962-4900-ba1c-c29c152caf48,Fresh Herb Scones,Make and share this Fresh Herb Scones recipe from Food.com.,50,,1999-08-11,Scones,8,
e02db266-2910-4379-ba99-d616b3e486f8,Fresh Salsa,Here is the salsa recipe I use. You can adjust the amount of jalapanos to suit your personal taste. Linda  Fresh Salsa  Fresh Salsa,35,,1999-08-23,Sauces,,
deb0870e-eea5-46c4-accc-b8a4afec8740,Fried Green Tomatoes II,Make and share this Fried Green Tomatoes II recipe from Food.com.,15,5,1999-09-10,Vegetable,1,
af86ea92-ee53-4dfe-bbd8-e98d3c878f03,Fried Tomatoes,Make and share this Fried Tomatoes recipe from Food.com.,40,,1999-09-10,Vegetable,6,
57f8c77d-df3c-452b-bf3b-47381a01f295,English Muffins,Make and share this English Muffins recipe from Food.com.,50,95,1999-08-24,Yeast Breads,,
eddd4cc6-c794-48dd-bbc1-c478bf539526,English Pub Beef &amp; Kidney Stew in Yorkshire Pudding (Adopted,This is the sort of meal you would like to come home to on a cold winters night. It is a very rich and filling meal.,30,120,1999-08-21,Stew,4,
8419587a-401a-467f-9b25-e6295b3181d9,Famous Barr's French Onion Soup,One of St. Louis's favorite soup recipes was recently printed in the  Post-Dispatch.  I remember going to St. Louis when I was young and my family  going into the department store's restaurant for this famous soup.  Enjoy!  Famous-Barr's French Onion Soup,40,225,1999-08-18,Cheese,16,
4787b095-b8a5-4be4-9c35-5b0c9dabebce,Freezer Apricot Jam,Make and share this Freezer Apricot Jam recipe from Food.com.,20,265,1999-08-10,Fruit,,
e4c066d9-1900-48ae-b3d0-c41c5879d6eb,Traditional Rahmschnitzel,Make and share this Traditional Rahmschnitzel recipe from Food.com.,45,,1999-08-23,Free Of...,4,
775a17b1-d7f6-4a80-b331-de82fb28074a,Easy Garlic Chicken Breasts,"This is really simple, but surprisingly good.   The chicken is somewhat garlicky and tangy because of the lime juice, but it is not too strong-tasting. It goes great with mashed potatoes and corn muffins.",35,210,1999-08-15,Chicken Breast,2,
292bdde7-6629-4b7a-aa28-f9fb65bca49d,Easy Cream Cheese Fruit Squares,Make and share this Easy Cream Cheese Fruit Squares recipe from Food.com.,55,170,1999-09-13,Bar Cookie,24,
3a52adf9-8e43-4590-8e9f-71742748c37c,Easy Refrigerator Lemon Cookies,"This is my adopted recipe as of Feb 2005. I made these today and found very good. A very delicate cookie. I didn't leave enough room between the cookies in the first batch and they ran into each other when baking. They still taste good. The original poster describes below where she got the recipe.

The Lemon Lovers Cookbook The Chicago Sun-Times  Peg Bailey has a passion for lemons. Having lived  all over the world, Bailey is able to cull the best national dishes  from places such as Greece, Malta,  England, and her home in Virginia for The  Lemon Lovers Cookbook. The recipes  are never overly complicated, and most  are ideal for weekday cooking. Exotic  fare such as Aegean shrimp and  caviar mousse exist peacefully with all-American staples such as  carrot cake and lemon bars.   Easy Refrigerator Lemon Cookies  These cookies are great in the summer with a  bowl of fresh fruit. Plan ahead,  though, as you have to leave the dough in  the refrigerator for several hours  before baking.",45,10,1999-08-22,Dessert,,
67d0a1f0-41a1-460b-b010-c53cb6a5dd78,Egg Drop Soup,Make and share this Egg Drop Soup recipe from Food.com.,20,,1999-09-01,Clear Soup,3,
9ef390c2-8afd-471e-8869-ca20df15ba13,End of Summer Ratatouille,"This is one of the recipes I adopted.  With proper instructions to follow, it's very tasty!  Thank goodness we can get a variety of fresh produce year round!",45,32,1999-08-23,Free Of...,8,
a3b9bfd2-ed5a-4966-bd8f-b263949013b8,Ezekiel Bread,Make and share this Ezekiel Bread recipe from Food.com.,45,70,1999-08-11,Yeast Breads,48,
71a5fefd-8f84-4719-ac84-49861271e63b,100% Whole Wheat Blueberry Muffins,Make and share this 100% Whole Wheat Blueberry Muffins recipe from Food.com.,35,35,1999-09-05,Quick Breads,,
b173f188-0296-4960-a5ba-1c3203a592dd,Deviled Cauliflower,Make and share this Deviled Cauliflower recipe from Food.com.,70,54,1999-08-13,Cauliflower,4,
d52f2813-9238-4d52-bc0c-a7452a198664,Crafty Crescent Lasagna,Make and share this Crafty Crescent Lasagna recipe from Food.com.,55,30,1999-08-23,European,,
9ab212b4-b075-4be1-9fd4-375c45f5d368,Cranberry Bread,Make and share this Cranberry Bread recipe from Food.com.,25,50,1999-09-15,Quick Breads,,
e52b4bc5-e06c-4806-a5dc-6d7abab343a3,Awesome Apple Bread,"This bread is so moist and flavorful that my kids even eat the ends, which for most quick breads I usually have to throw away. At Christmas, I make the mini loaves and give as gifts to my neighbors. The oil can be replaced with 1 cup of unsweetened applesauce. Still flavorful but not quite as moist. If possible, don't skip the walnuts, they really add to it.",20,170,1999-09-13,Quick Breads,,
8c124bb6-5e63-4bc7-9621-5228dd583d9a,Cucumber Salad with Spicy Wasabi Dressing,Make and share this Cucumber Salad with Spicy Wasabi Dressing recipe from Food.com.,25,5,1999-08-14,Free Of...,4,
16f19da2-087d-4d13-8c90-21e9e2395807,Curried Chicken Muffins,I love savoury muffins.  Here's an unusual one I got off a lifestyle programme  called Burke's Backyard in Australia.  Curried Chicken Muffins - makes 12 - tastes good in lunch boxes,60,30,1999-08-10,Quick Breads,,
d5eea39d-f597-48b5-a298-1d6d3e7847bc,Curried Crab in Endive Spears,Make and share this Curried Crab in Endive Spears recipe from Food.com.,30,480,1999-09-05,Crab,,
7aac04b3-3902-458a-a777-8dced2958e12,Dill Pickle Soup,Make and share this Dill Pickle Soup recipe from Food.com.,65,,1999-08-12,Vegetable,,
2f4b1f78-c81e-4297-94af-758b4ef9c92f,Dinner Rolls,Make and share this Dinner Rolls recipe from Food.com.,130,155,1999-09-12,Yeast Breads,,
c8281538-8572-4714-8d46-007f07bfb6ff,Drunken Chicken Marinade,"Hi, it's been a very long time since the last time I posted to r.f.r, but I couldn't resist sending this when I saw the drunken chicken thread, This is a relatively new favorite of mine I created - I like it best for hickory or mesquite grilled chicken - but I think it works well for beef too...",25,90,1999-08-24,Weeknight,1,
b05dcb19-751f-41d1-8b60-a97a706e557a,Crock Pot Potatoes,Make and share this Crock Pot Potatoes recipe from Food.com.,10,360,1999-08-14,Potato,,
3b6b1235-2c1f-4d3c-8e8f-eb89814f50ac,Crumpets,Make and share this Crumpets recipe from Food.com.,60,13,1999-08-12,Yeast Breads,,
5a4f5b1d-8132-4dbf-8295-65116722c5b3,Homemade Cucumber Relish,Make and share this Homemade Cucumber Relish recipe from Food.com.,20,20,1999-09-10,Vegetable,,
e859f03c-3b87-4abf-abc3-8bd95a7193d3,Crisp Lemon Chicken,Make and share this Crisp Lemon Chicken recipe from Food.com.,35,1,1999-09-12,Chicken,,
e5ae8d8b-493c-4a52-b37a-3f1dea924fc5,Crispy Potato Wedges,Make and share this Crispy Potato Wedges recipe from Food.com.,70,40,1999-09-11,Potato,,
92d82c54-5d39-4b0f-a2bc-113b83590e21,Crock Pot Curried Carrots,Make and share this Crock Pot Curried Carrots recipe from Food.com.,20,120,1999-08-07,Vegetable,,
7bf26a00-7dcb-47a0-bacb-e866e18d3e69,Crock Pot Sweet and Sour Chicken,"I adopted this recipe from Zaar in Feb/05. There are a lot of yummy vegetables to make this a complete meal, just add rice or noodles.",45,120,1999-08-12,Chicken Breast,4,
95952367-d2b2-4564-b9a4-0205f0ec0a5d,Crusty Garlic Bread,"Serve this Italian bread, fragrant with garlic and herbs, hot from the oven - with pasta please!  :O)",75,45,1999-09-11,Breads,,
53fda4ae-b516-463e-bcae-14db868ba3ba,Creme Brulee,Make and share this Creme Brulee recipe from Food.com.,165,70,1999-08-11,Dessert,6,
fa9f98a2-d5d5-4de3-946c-381f4bacd3d6,Vegetarian Baked Stuffed Red Bell Peppers,Make and share this Vegetarian Baked Stuffed Red Bell Peppers recipe from Food.com.,0,20,1999-09-06,< 30 Mins,4,
18d3cb42-eae7-4a1c-b719-d888c5b7d33f,Lemon Whipped Cream,Make and share this Lemon Whipped Cream recipe from Food.com.,5,,1999-08-13,Low Protein,48,
7b883fda-3799-44f4-a362-8090c07b7405,Yorkshire Pudding Popovers,"This recipe comes from Brian Turner, the greatest living Yorkshire chef. It's chief glory is that all the measurements are by volume so adjusting it to  suit larger or smaller groups is dead easy. I always use a yogurt container to  measure it but you could use a bucket if you've a large group for which to  cater.",0,,1999-08-22,European,4,
12fc5859-aaf6-423d-921e-607669c8f6f1,Zesty Fried Chicken,Make and share this Zesty Fried Chicken recipe from Food.com.,10,35,1999-09-03,Chicken Breast,4,
95f307ee-7331-4ef6-9609-c1702581c1f3,Zucchini Lasagna (Lasagne) - Low Carb,"Great for anyone going low carb OR who has so many zucchini, they don't know what to do!! :) We found the sauce to be very mild. I think it would be better with twice as much garlic. I boiled my zucchini slices for about 3 minutes so they were partially cooked. I wanted to make sure they were soft in the finished dish or I knew the kids wouldn't eat them. ;) The cottage cheese provides a slightly tangy note. I think we would have preferred ricotta, but that is personal taste. I use my 11x7 baking dish and got 6 pieces the size of what you see in my photos. Both of the guys ate two so it fed 4 of us, and I double the meat. Adjust the recipe accordingly for your family.",20,40,1999-09-14,Vegetable,4,
83c5c3cd-7c66-43f3-86b4-ea6b8084a585,BBQ Ranchero Chicken Salad,Make and share this BBQ Ranchero Chicken Salad recipe from Food.com.,0,,1999-08-07,Chicken Breast,6,
f4306fb6-56ba-49ad-851f-83212d663d0f,Low-Fat Cauliflower Tomato Casserole,Make and share this Low-Fat Cauliflower Tomato Casserole recipe from Food.com.,0,,1999-08-07,Cauliflower,4,
6c8445f7-fea6-4908-a8ef-7d0fc12e126b,Lemon Cake,Make and share this Lemon Cake recipe from Food.com.,15,40,1999-08-17,Dessert,,
2a80dfe4-587c-4877-9eff-ce774a42ccfe,Irish Beef Stew With Guinness Stout,Make and share this Irish Beef Stew With Guinness Stout recipe from Food.com.,30,120,1999-08-28,Stew,,
e2d8a6c4-5c69-4f50-801d-238c370b71af,Irresistible Peanut Butter Cookies,Make and share this Irresistible Peanut Butter Cookies recipe from Food.com.,15,8,1999-08-12,Drop Cookies,,
6b27e9da-cd85-436d-a764-ea25e7e7cf87,Healthy Pie Crust,"Here's a recipe for ""Healthy Pie Crust"" -- it's quite flaky, and a bit more difficult to roll out than others (I found it worked better after being chilled a bit).",0,,1999-09-01,Pie,,
9f1ccb5a-830a-4581-b675-34028aa49652,Heloise's Cake Mix Cookies,"Fast and easy when you don't have enough time to prepare cookies from scratch. If you mix them by hand, they will be flatter and more like a cookie. If you use a mixer, they will be puffier and more like cake. The cake-like version is good with a simple confectioner sugar &amp; milk (or juice if you used an orange or lemon cake mix) glaze.",0,8,1999-08-09,Drop Cookies,,
35c5a676-1398-4375-819b-25a6cd803f5e,Baked Fish with Lemon & Black Pepper,Make and share this Baked Fish with Lemon & Black Pepper recipe from Food.com.,0,,1999-08-13,Very Low Carbs,4,
